,CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM,NEW_NAME
201,100000039,400,18374,155665,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",446.0,NAMED,QEFRNWWLZKMPFJ-YGVKFDHGSA-N,O=C(O)[C@@H](N)CCS(C)=O,methionine sulfoxide,methionine sulfoxide,3226-65-1,139840,HMDB0002005,C02989,158980,Pos Early,methioninesulfoxide
202,100000042,209,15677,123265,Amino Acid,Histidine Metabolism,74.0,NAMED,JDHILDINMRGULE-LURJTMIESA-N,N[C@H](C(O)=O)CC1=CN=CN1C,3-methylhistidine,3-methylhistidine,368-16-1,58494,HMDB0000479,C01152,64969,Neg,methylhistidine
203,100000044,400,15747,155593,Amino Acid,Histidine Metabolism,89.0,NAMED,MYYIAHXIVFADCU-QMMMGPOBSA-N,CN1C=NC=C1C[C@@H]([C@@](O)=O)NC(CCN)=O,anserine,anserine,10030-52-1,100482,HMDB0000194,C01262,112072,Pos Early,anserine
204,100000054,400,15685,155573,Amino Acid,Lysine Metabolism,121.0,NAMED,YSMODUONRAFBET-AKGZTFGVSA-N,N[C@@H](CCC(O)CN)C(O)=O,5-hydroxylysine,5-hydroxylysine,13204-98-3,1002,HMDB0000450,C16741,3032849,Pos Early,hydroxylysine
205,100000096,400,15681,155572,Amino Acid,Guanidino and Acetamido Metabolism,571.0,NAMED,TUHVEAJXIMEOSA-UHFFFAOYSA-N,N=C(N)NCCCC(O)=O,4-guanidinobutanoate,4-guanidinobutanoate,"463-003,463-00-3",486,HMDB0003464,C01035,500,Pos Early,guanidinobutanoate
206,100000112,305,33951,147990,Amino Acid,Creatine Metabolism,538.0,NAMED,DRBBFCLWYRJSJZ-UHFFFAOYSA-N,N=C(N(C)CC(O)=O)NP(O)(O)=O,creatine phosphate,creatine phosphate,"922-32-7,67-07-2",567,HMDB0001511,C02305,"9548602,587",Polar,creatinephosphate
207,100000125,400,15949,155608,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4283.0,NAMED,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,[H][C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(N2C(N=C(N)C=C2)=O)[H],2'-deoxycytidine,2'-deoxycytidine,951-77-9,13117,HMDB0000014,C00881,13711,Pos Early,deoxycytidine
208,100000135,209,15076,124625,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4148.0,NAMED,VGONTNSXDCQUGY-RRKCRQDMSA-N,OC[C@@H]1[C@H](C[C@H](N2C=NC3=C2N=CN=C3O)O1)O,2'-deoxyinosine,2'-deoxyinosine,890-38-0,58569,HMDB0000071,C05512,135398593,Neg,deoxyinosine
209,100000257,305,15443,146478,Carbohydrate,Aminosugar Metabolism,1424.0,NAMED,AEMOLEFTQBMNLQ-QIUUJYRFSA-N,O[C@@H]1O[C@H]([C@](O)=O)[C@@H](O)[C@H](O)[C@H]1O,glucuronate,glucuronate,207300-70-7,58552,HMDB0000127,C16245,"441478,23677976,94715,65041,444791",Polar,glucuronate
210,100000258,305,43847,146556,Lipid,Glycerolipid Metabolism,2862.0,NAMED,AWUCVROLDVIAJX-UHFFFAOYSA-N,O=P(O)(OCC(CO)O)O,glycerol 3-phosphate,glycerol 3-phosphate,29849-82-9,734,HMDB0000126,C0093,754,Polar,glycerolphosphate
211,100000263,400,15716,155583,Amino Acid,Histidine Metabolism,85.0,NAMED,ACZFBYCNAVEFLC-UHFFFAOYSA-N,OC(C(O)=O)CC1=CN=CN1,imidazole lactate,imidazole lactate,14403-45-3,389128,HMDB0002320,C05568,793,Pos Early,imidazolelactate
212,100000265,400,15140,155539,Amino Acid,Tryptophan Metabolism,272.0,NAMED,YGPSJZOEDVAXAB-QMMMGPOBSA-N,N[C@H](C(O)=O)CC(C1=CC=CC=C1N)=O,kynurenine,kynurenine,2922-83-0,141580,HMDB0000684,C00328,161166,Pos Early,kynurenine
213,100000269,400,15990,155613,Lipid,Phospholipid Metabolism,2254.0,NAMED,SUHOQUVVVLNYQR-MRVPVSSYSA-N,O=P(OCC[N+](C)(C)C)([O-])OC[C@H](O)CO,glycerophosphorylcholine (GPC),glycerophosphorylcholine (GPC),28319-77-9,571409,HMDB0000086,C00670,71920,Pos Early,glycerophosphorylcholineGPC
214,100000275,209,15910,126826,Carbohydrate,Glycogen Metabolism,1312.0,NAMED,LUEWUZLMQUOBSB-ZLBHSGTGSA-N,O[C@H]1[C@H](O)[C@@H](CO)O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)O[C@@H]2CO)[C@@H]1O,maltotetraose,maltotetraose,34612-38-9,393830,HMDB0001296,C02052,439639,Neg,maltotetraose
215,100000276,305,44688,147873,Carbohydrate,Glycogen Metabolism,1314.0,NAMED,FYGDTMLNYKFZSV-DZOUCCHMSA-N,O[C@H]1[C@H](O)[C@@H](CO)O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H]1O,maltotriose,maltotriose,1109-28-0,388669,HMDB0001262,C01835,439586,Polar,maltotriose
216,100000282,305,15720,164302,Amino Acid,Glutamate Metabolism,49.0,NAMED,RFMMMVDNIPUKGG-YFKPBYRVSA-N,O=C(O)CC[C@@H](C(O)=O)NC(C)=O,N-acetylglutamate,N-acetylglutamate,5817-08-3,1266066,HMDB0001138,C00624,70914,Polar,Nacetylglutamate
217,100000298,305,15860,147164,Carbohydrate,Nucleotide Sugar,1401.0,NAMED,HSCJRCZFDFQWRP-ABVWGUQPSA-N,O[C@H]([C@@H]1O)[C@@H](O[C@@H]1COP(OP(O[C@H]([C@H](O)[C@H]2O)O[C@H](CO)[C@@H]2O)(O)=O)(O)=O)N(C=CC3=O)C(N3)=O,UDP-galactose,UDP-galactose,"137868-52-1,91183-98-1,2956-16-3",17069,HMDB0000302,C00052,18068,Polar,UDPgalactose
218,100000299,209,15136,124851,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4144.0,NAMED,UBORTCNDUKBEOP-UUOKFMHZSA-N,OC1=C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)C2=NC(O)=N1,xanthosine,xanthosine,146-80-5,58484,HMDB0000299,C01762,64959,Neg,xanthosine
219,100000300,305,15706,146894,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1381.0,NAMED,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,O[C@H]([C@H]1O)[C@H]([C@@H](CO)O[C@@H]1OP(O)(O)=O)O,galactose 1-phosphate,galactose 1-phosphate,19046-60-7,,HMDB0000645,C00446,123912,Polar,galactosephosphate
220,100000328,400,15504,155555,Cofactors and Vitamins,Pantothenate and CoA Metabolism,4361.0,NAMED,JDMUPRLRUUMCTL-VIFPVBQESA-N,O=P(OCC(C)(C)[C@@H](O)C(NCCC(NCCS)=O)=O)(O)O,phosphopantetheine,phosphopantetheine,,103123,HMDB0001416,C01134,987,Pos Early,phosphopantetheine
221,100000341,209,15442,123253,Carbohydrate,Pentose Phosphate Pathway,1263.0,NAMED,BIRSGZKFKXLSJQ-SQOUGZDYSA-N,O=P(OC[C@H]([C@@H](O)[C@H](O)[C@@H](O)C(O)=O)O)(O)O,6-phosphogluconate,6-phosphogluconate,"921-62-0,53411-70-4",82615,HMDB0001316,C00345,91493,Neg,phosphogluconate
222,100000406,305,15772,146492,Carbohydrate,Pentose Metabolism,1279.0,NAMED,HEBKCHPVOIAQTA-ZXFHETKHSA-N,OC[C@@H](O)[C@@H](O)[C@@H](O)CO,ribitol,ribitol,488-81-3,10254628,"HMDB0002917,HMDB0001851,HMDB0000568,HMDB0000508","C00379,C01904,C00474,C00532",6912,Polar,ribitol
223,100000463,209,18349,124659,Amino Acid,Tryptophan Metabolism,303.0,NAMED,XGILAAMKEQUXLS-UHFFFAOYSA-N,OC(C(O)=O)CC1=CNC2=C1C=CC=C2,indolelactate,indolelactate,832-97-3,83867,HMDB0000671,C02043,92904,Neg,indolelactate
224,100000467,209,27672,123315,Amino Acid,Tryptophan Metabolism,327.0,NAMED,BXFFHSIDQOFMLE-UHFFFAOYSA-N,O=S(OC2=CNC1=CC=CC=C12)(O)=O,3-indoxyl sulfate,3-indoxyl sulfate,2642-37-7,9840,HMDB0000682,,10258,Neg,indoxylsulfate
225,100000487,400,18357,155655,Peptide,Dipeptide,845.0,NAMED,STKYPAFSDFAEPH-LURJTMIESA-N,CC(C)[C@@H](C(O)=O)NC(CN)=O,glycylvaline,glycylvaline,1963-21-9,2006926,HMDB0028854,,2724807,Pos Early,glycylvaline
226,100000551,209,22116,124905,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",348.0,NAMED,BKAJNAXTPSGJCU-UHFFFAOYSA-N,CC(C)CC(C(O)=O)=O,4-methyl-2-oxopentanoate,4-methyl-2-oxopentanoate,816-66-0,69,HMDB0000695,C00233,70,Neg,methyloxopentanoate
227,100000580,209,20675,123293,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1237.0,NAMED,MPCAJMNYNOGXPB-SLPGGIOYSA-N,O[C@@H]1[C@@H](CO)OC[C@H](O)[C@H]1O,"1,5-anhydroglucitol (1,5-AG)","1,5-anhydroglucitol (1,5-AG)",154-58-5,,HMDB0002712,C07326,64960,Neg,anhydroglucitolAG
228,100000584,209,19266,125764,Lipid,Monoacylglycerol,2893.0,NAMED,RCRCTBLIHCHWDZ-DOFZRALJSA-N,CCCCC\C=C/C\C=C/C\C=C/C/C=C\CCCC(OC(CO)CO)=O,2-arachidonoylglycerol (20:4),2-arachidonoylglycerol (20:4),53847-30-6,4445451,HMDB0004666,C13856,5282280,Neg,arachidonoylglycerol
229,100000611,402,20458,164193,Lipid,Lysoplasmalogen,2849.0,NAMED,VLBPIWYTPAXCFJ-XMMPIXPASA-N,CCCCCCCCCCCCCCCCOC[C@]([H])(COP([O-])(OCC[N+](C)(C)C)=O)O,1-palmityl-GPC (O-16:0),1-palmityl-GPC (O-16:0),52691-62-0,3845,,,3983,Pos Late,palmitylGPCO
230,100000616,402,52449,208070,Lipid,Phosphatidylinositol (PI),2574.0,NAMED,KRTOMQDUKGRFDJ-YKOKTLGVSA-N,CCCCCCCCCCCCCCCCCC(OC[C@]([H])(COP(O)(O[C@](C(O)(C(O)(C(O)([C@](O)1[H])[H])[H])[H])([C@]1(O)[H])[H])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)=O,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),383907-33-3,21403055,HMDB0009815,,,Pos Late,stearoylarachidonoylGPI
231,100000639,402,19265,180966,Lipid,Phosphatidylserine (PS),2523.0,NAMED,AJFWREUFUPEYII-PAHWMLEVSA-N,CCCCCCCCCCCCCCCCCC(OC[C@]([H])(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)OC(CCCCCCC/C=C\CCCCCCCC)=O)=O,1-stearoyl-2-oleoyl-GPS (18:0/18:1),1-stearoyl-2-oleoyl-GPS (18:0/18:1),,7826037,HMDB0010163,,9547087,Pos Late,stearoyloleoylGPS
232,100000641,402,52448,208095,Lipid,Phosphatidylglycerol (PG),2537.0,NAMED,PAZGBAOHGQRCBP-DDDNOICHSA-N,OCC(COP(O)(OC[C@@]([H])(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCC/C=C\CCCCCCCC)=O)=O)O,1-palmitoyl-2-oleoyl-GPG (16:0/18:1),1-palmitoyl-2-oleoyl-GPG (16:0/18:1),,4446626,,,70789105,Pos Late,palmitoyloleoylGPG
233,100000642,402,53009,166338,Lipid,Phosphatidylserine (PS),2524.0,NAMED,AGTPCXBHIGMTEU-NREGDSCDSA-N,CCCCC\C=C/C\C=C/CCCCCCCC(O[C@](COC(CCCCCCCCCCCCCCCCC)=O)(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)[H])=O,1-stearoyl-2-linoleoyl-GPS (18:0/18:2),1-stearoyl-2-linoleoyl-GPS (18:0/18:2),322647-11-0,7826041,,,9547091,Pos Late,stearoyllinoleoylGPS
234,100000652,402,52625,210793,Lipid,Phosphatidylglycerol (PG),2533.0,NAMED,BIABMEZBCHDPBV-BEBVUIBBSA-N,OCC(COP(O)(OC[C@@]([H])(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)=O)O,"1,2-dipalmitoyl-GPG (16:0/16:0)","1,2-dipalmitoyl-GPG (16:0/16:0)",200880-41-7,10020701,HMDB0010570,,11846227,Pos Late,dipalmitoylGPG
235,100000656,209,19324,128173,Lipid,Lysophospholipid,2739.0,NAMED,MXAFDFDAIFZFET-CLBYPKMISA-N,[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCCCCCCCCCCCC)=O)O)=O)([C@]1(O)[H])[H])O,1-stearoyl-GPI (18:0),1-stearoyl-GPI (18:0),796963-93-4,21403067,HMDB0240261,,"71581135,42607495",Neg,stearoylGPI
236,100000657,402,19130,164201,Lipid,Phosphatidylcholine (PC),2296.0,NAMED,KILNVBDSWZSGLL-KXQOOQHDSA-N,CCCCCCCCCCCCCCCC(OC[C@]([H])(COP([O-])(OCC[N+](C)(C)C)=O)OC(CCCCCCCCCCCCCCC)=O)=O,"1,2-dipalmitoyl-GPC (16:0/16:0)","1,2-dipalmitoyl-GPC (16:0/16:0)",63-89-8,398235,HMDB0000564,D03585,452110,Pos Late,dipalmitoylGPC
237,100000665,209,44675,126139,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1581.0,NAMED,MBMBGCFOFBJSGT-KUBAVDMBSA-N,CC\C=C/C\C=C/C\C=C/C/C=C\C/C=C\C/C=C\CCC(O)=O,docosahexaenoate (DHA; 22:6n3),docosahexaenoate (DHA; 22:6n3),6217-54-5,393183,HMDB0002183,C06429,445580,Neg,docosahexaenoateDHAn
238,100000672,402,19258,164196,Lipid,Phosphatidylcholine (PC),2280.0,NAMED,RFVFQQWKPSOBED-PSXMRANNSA-N,CCCCCCCCCCCCCCCC(O[C@](COC(CCCCCCCCCCCCC)=O)(COP([O-])(OCC[N+](C)(C)C)=O)[H])=O,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),1-myristoyl-2-palmitoyl-GPC (14:0/16:0),69525-80-0,114798,HMDB0007869,,129657,Pos Late,myristoylpalmitoylGPC
239,100000706,209,22132,124683,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",352.0,NAMED,LVRFTAZAXQPQHI-UHFFFAOYSA-N,OC(C(CC(C)C)O)=O,alpha-hydroxyisocaproate,alpha-hydroxyisocaproate,10303-64-7,75520,"HMDB0000665,HMDB00746,HMDB0000624",C03264,"83697,92779,439960",Neg,alphahydroxyisocaproate
240,100000707,305,20676,147767,Lipid,"Fatty Acid, Dicarboxylate",1689.0,NAMED,VZCYOOQTPOCHFL-UHFFFAOYSA-N,O=C(C=CC(O)=O)O,maleate,maleate,110-16-7,392248,HMDB0000176,C01384,444266,Polar,maleate
241,100000715,400,48114,157704,Amino Acid,Guanidino and Acetamido Metabolism,570.0,NAMED,CHJJGSNFBQVOTG-UHFFFAOYSA-N,N=C(N)NC,1-methylguanidine,1-methylguanidine,22661-87-6,28576,HMDB0001522,C02294,10111,Pos Early,methylguanidine
242,100000743,209,22036,126061,Lipid,"Fatty Acid, Monohydroxy",1978.0,NAMED,JKRDADVRIYVCCY-UHFFFAOYSA-N,O=C(C(CCCCCC)O)O,2-hydroxyoctanoate,2-hydroxyoctanoate,617-73-2,84994,HMDB0002264,,"94180,6995013,5312860",Neg,hydroxyoctanoate
243,100000763,400,22119,155786,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4276.0,NAMED,ZAYHVCMSTBRABG-JXOAFFINSA-N,O[C@H]1[C@@H](O)[C@H](N2C(N=C(N)C(C)=C2)=O)O[C@@H]1CO,5-methylcytidine,5-methylcytidine,2140-61-6,83877,HMDB0000982,,92918,Pos Early,methylcytidine
244,100000773,209,22001,126860,Lipid,"Fatty Acid, Monohydroxy",1998.0,NAMED,NDPLAKGOSZHTPH-UHFFFAOYSA-N,OC(CC(O)=O)CCCCC,3-hydroxyoctanoate,3-hydroxyoctanoate,88930-08-9,24791,HMDB0001954,C20793,26613,Neg,hydroxyoctanoate
245,100000774,305,22130,147783,Amino Acid,Phenylalanine Metabolism,156.0,NAMED,VOXXWSYKYCBWHO-UHFFFAOYSA-N,OC(C(O)=O)CC1=CC=CC=C1,phenyllactate (PLA),phenyllactate (PLA),828-01-3,3715,"HMDB0000779,HMDB0000563",C05607,3848,Polar,phenyllactatePLA
246,100000776,402,44681,159624,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1882.0,NAMED,XOMRRQXKHMYMOC-UHFFFAOYSA-N,[O-]C(CC(OC(CCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O,palmitoylcarnitine (C16),palmitoylcarnitine (C16),6865-14-1,448,HMDB0000222,C02990,461,Pos Late,palmitoylcarnitineC
247,100000781,400,32328,155906,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1862.0,NAMED,VVPRQWTYSNDTEA-UHFFFAOYSA-N,O=C(CCCCC)OC(CC([O-])=O)C[N+](C)(C)C,hexanoylcarnitine (C6),hexanoylcarnitine (C6),6920-35-0,4932273,HMDB0000756,,6426853,Pos Early,hexanoylcarnitineC
248,100000787,400,22185,155806,Amino Acid,Alanine and Aspartate Metabolism,37.0,NAMED,OTCCIMWXFLJLIA-BYPYZUCNSA-N,OC([C@@H](NC(C)=O)CC(O)=O)=O,N-acetylaspartate (NAA),N-acetylaspartate (NAA),"997-55-7,997-55-7",58576,HMDB0000812,C01042,65065,Pos Early,NacetylaspartateNAA
249,100000802,400,32198,155890,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",1858.0,NAMED,RDHQFKQIGNGIED-MRVPVSSYSA-N,C[N+](C)(C)C[C@H](OC(C)=O)CC([O-])=O,acetylcarnitine (C2),acetylcarnitine (C2),5080-50-2,5406074,HMDB0000201,C02571,7045767,Pos Early,acetylcarnitineC
250,100000827,209,21127,126053,Lipid,Monoacylglycerol,2871.0,NAMED,QHZLMUACJMDIAE-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCC)OCC(O)CO,1-palmitoylglycerol (16:0),1-palmitoylglycerol (16:0),542-44-9,14201,HMDB0011564,,14900,Neg,palmitoylglycerol
251,100000838,209,21300,144862,Xenobiotics,Food Component/Plant,5116.0,NAMED,QUQPHWDTPGMPEX-TXMCEDIYSA-N,O=C1C(C(O)=CC(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)C(CO[C@H]3[C@H](O)[C@H](O)[C@@H](O)C(C)O3)O2)=C4)=C4OC(C5=CC(O)=C(OC)C=C5)C1,hesperidin (hesperetin 7-rutinoside),hesperidin,520-26-3,10176,HMDB0003265,"G00283,D01038",10621,Neg,hesperidin
252,100000840,209,20693,143841,Xenobiotics,Food Component/Plant,5230.0,NAMED,ROBFUDYVXSDBQM-UHFFFAOYSA-N,O=C(C(O)C(O)=O)O,tartronate (hydroxymalonate),tartronate (hydroxymalonate),80-69-3,44,HMDB0035227,C02287,45,Neg,tartronatehydroxymalonate
253,100000841,209,20694,143843,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4378.0,NAMED,MUBZPKHOEPUJKR-UHFFFAOYSA-N,O=C(O)C(O)=O,oxalate (ethanedioate),oxalate (ethanedioate),144-62-7,946,HMDB0002329,C00209,971,Neg,oxalateethanedioate
254,100000854,400,20708,155712,Xenobiotics,Chemical,6176.0,NAMED,FSVCELGFZIQNCK-UHFFFAOYSA-N,O=C(O)CN(CCO)CCO,bicine,bicine,150-25-4,8431,HMDB0011727,,8761,Pos Early,bicine
255,100000924,209,21184,126057,Lipid,Monoacylglycerol,2875.0,NAMED,RZRNAYUHWVFMIP-KTKRTIGZSA-N,O=C(OCC(O)CO)CCCCCCC/C=C\CCCCCCCC,1-oleoylglycerol (18:1),1-oleoylglycerol (18:1),111-03-5,4446588,HMDB0011567,,5283468,Neg,oleoylglycerol
256,100000936,305,44526,147248,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",428.0,NAMED,QHKABHOOEWYVLI-UHFFFAOYSA-N,OC(C(C(C)C)=O)=O,3-methyl-2-oxobutyrate,3-methyl-2-oxobutyrate,3715-29-5,48,HMDB0000019,C00141,49,Polar,methyloxobutyrate
257,100000943,209,21232,126858,Lipid,Monoacylglycerol,2891.0,NAMED,UPWGQKDVAURUGE-KTKRTIGZSA-N,O=C(OC(CO)CO)CCCCCCC/C=C\CCCCCCCC,2-oleoylglycerol (18:1),2-oleoylglycerol (18:1),3443-84-3,4478086,HMDB0011537,,5319879,Neg,oleoylglycerol
258,100000961,400,22137,155792,Amino Acid,Urea cycle; Arginine and Proline Metabolism,500.0,NAMED,QUOGESRFPZDMMT-YFKPBYRVSA-N,N[C@H](C(O)=O)CCCCNC(N)=N,homoarginine,homoarginine,156-86-5,8732,HMDB0000670,C01924,9085,Pos Early,homoarginine
259,100000963,400,22138,155793,Amino Acid,Urea cycle; Arginine and Proline Metabolism,501.0,NAMED,XIGSAGMEBXLVJJ-YFKPBYRVSA-N,N[C@H](C(O)=O)CCCCNC(N)=O,homocitrulline,homocitrulline,1190-49-4,58582,HMDB0000679,C02427,65072,Pos Early,homocitrulline
260,100000964,400,22166,155800,Peptide,Dipeptide,692.0,NAMED,KOSRFJWDECSPRO-WDSKDSINSA-N,N[C@H](C(N[C@@H](CCC(O)=O)C(O)=O)=O)CCC(O)=O,alpha-glutamylglutamate,alpha-glutamylglutamate,3929-61-1,388598,HMDB0028818,C01425,439500,Pos Early,alphaglutamylglutamate
261,100000976,400,22171,155801,Peptide,Dipeptide,839.0,NAMED,KZNQNBZMBZJQJO-YFKPBYRVSA-N,O=C(O)[C@H](CCC1)N1C(CN)=O,glycylproline,glycylproline,704-15-4,2282246,HMDB0000721,,3013625,Pos Early,glycylproline
262,100000983,209,27503,127569,Lipid,"Fatty Acid, Monohydroxy",2005.0,NAMED,CBWALJHXHCJYTE-UHFFFAOYSA-N,OC(CC(O)=O)CCCCCCCCCCCCC,3-hydroxypalmitate,3-hydroxypalmitate,928-17-6,266538,HMDB0010734,,15569776,Neg,hydroxypalmitate
263,100000987,209,32506,125864,Lipid,Monoacylglycerol,2892.0,NAMED,IEPGNWMPIFDNSD-HZJYTTRNSA-N,O=C(OC(CO)CO)CCCCCCC/C=C\C/C=C\CCCCC,2-linoleoylglycerol (18:2),2-linoleoylglycerol (18:2),3443-82-1,4517636,HMDB0011538,,5365676,Neg,linoleoylglycerol
264,100000997,209,22053,123301,Lipid,"Fatty Acid, Monohydroxy",2000.0,NAMED,FYSSBMZUBSBFJL-UHFFFAOYSA-N,OC(CC(O)=O)CCCCCCC,3-hydroxydecanoate,3-hydroxydecanoate,5561-87-5,24790,HMDB0002203,,26612,Neg,hydroxydecanoate
265,100001006,400,27710,155837,Amino Acid,"Glycine, Serine and Threonine Metabolism",2.0,NAMED,OKJIRPAQVSHGFK-UHFFFAOYSA-N,O=C(O)C(NC(C)=O)[H],N-acetylglycine,N-acetylglycine,543-24-8,10507,HMDB0000532,,10972,Pos Early,Nacetylglycine
266,100001007,305,27731,147186,Carbohydrate,Pentose Metabolism,1280.0,NAMED,QXKAIJAYHKCRRA-BXXZVTAOSA-N,OC([C@H](O)[C@H](O)[C@H](O)CO)=O,ribonate,ribonate,5336-08-3,4574162,HMDB0000867,C01685,5460677,Polar,ribonate
267,100001022,305,27738,146524,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4375.0,NAMED,JPIJQSOTBSSVTP-UHFFFAOYSA-N,O=C(O)C(O)([H])C([H])(O)CO,threonate,threonate,70753-61-6,133224,"HMDB0062620,HMDB0000943",C01620,"151152,5460407",Polar,threonate
268,100001026,305,27719,152158,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1390.0,NAMED,RGHNJXZEOKUKBD-MGCNEYSASA-N,O[C@H]([C@H]([C@H]([C@@H](CO)O)O)O)C(O)=O,galactonate,galactonate,299-28-5,114198,HMDB0000565,"C00880,C15930","12310779,128869",Polar,galactonate
269,100001040,209,27447,126071,Lipid,Monoacylglycerol,2876.0,NAMED,WECGLUPZRHILCT-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(OCC(O)CO)=O,1-linoleoylglycerol (18:2),1-linoleoylglycerol (18:2),2277-28-3,4446589,HMDB0011568,,5283469,Neg,linoleoylglycerol
270,100001051,400,30460,155848,Amino Acid,Histidine Metabolism,73.0,NAMED,BRMWTNUJHUMWMS-LURJTMIESA-N,N[C@H](C(O)=O)CC1=CN(C)C=N1,1-methylhistidine,1-methylhistidine,332-80-9,83153,HMDB0000001,C01152,92105,Pos Early,methylhistidine
271,100001054,400,32412,155935,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1786.0,NAMED,QWYFHHGCZUCMBN-SECBINFHSA-N,CCCC(O[C@H](CC([O-])=O)C[N+](C)(C)C)=O,butyrylcarnitine (C4),butyrylcarnitine (C4),25576-40-3,184820,HMDB0002013,C02862,439829,Pos Early,butyrylcarnitineC
272,100001055,400,33441,156017,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",431.0,NAMED,LRCNOZRCYBNMEP-VIFPVBQESA-N,CC(C)C(O[C@@H](CC([O-])=O)C[N+](C)(C)C)=O,isobutyrylcarnitine (C4),isobutyrylcarnitine (C4),25518-49-4,,HMDB0000736,,168379,Pos Early,isobutyrylcarnitineC
273,100001092,400,32401,155930,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4343.0,NAMED,WWNNZCOKKKDOPX-UHFFFAOYSA-N,C[N+]1=CC(C([O-])=O)=CC=C1,trigonelline (N'-methylnicotinate),trigonelline (N'-methylnicotinate),535-83-1,5369,HMDB0000875,C01004,5570,Pos Early,trigonellineNmethylnicotinate
274,100001102,209,32388,125800,Lipid,"Fatty Acid, Dicarboxylate",1704.0,NAMED,TVIDDXQYHWJXFK-UHFFFAOYSA-N,OC(CCCCCCCCCCC(O)=O)=O,dodecanedioate (C12-DC),dodecanedioate (C12),693-23-2,12213,HMDB0000623,C02678,12736,Neg,dodecanedioateC
275,100001103,400,33487,156024,Amino Acid,Glutamate Metabolism,56.0,NAMED,ZGEYCCHDTIDZAE-UHFFFAOYSA-N,O=C(CCC(C(O)=O)N)OC,"glutamate, gamma-methyl ester","glutamate, gamma-methyl ester","1499-55-4,1499-55-4",66546,HMDB0061715,,68662,Pos Early,glutamategammamethylester
276,100001112,209,32457,151499,Lipid,"Fatty Acid, Monohydroxy",2003.0,NAMED,MUCMKTPAZLSKTL-UHFFFAOYSA-N,OC(CC(CCCCCCCCC)O)=O,3-hydroxylaurate,3-hydroxylaurate,53941-38-1,85026,HMDB0000387,,94216,Neg,hydroxylaurate
277,100001121,305,31555,154482,Cofactors and Vitamins,Vitamin B6 Metabolism,4473.0,NAMED,HXACOUQIXZGNBF-UHFFFAOYSA-N,OC1=C(C(O)=O)C(CO)=CN=C1C,pyridoxate,pyridoxate,82-82-6,6467,HMDB0000017,C00847,6723,Polar,pyridoxate
