,CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM,NEW_NAME
205,1648,209,18497,125762,Lipid,Primary Bile Acid Metabolism,3476.0,NAMED,WBWWGRHZICKQGZ-HGVCTONRSA-N,C[C@@]12[C@@]([H])(CC[C@]2([H])[C@@H](CCC(NCCS(O)(=O)=O)=O)C)[C@@]([C@H](O)C[C@@]3([H])[C@@]4(CC[C@@H](O)C3)C)([H])[C@@]4([H])C[C@@H]1O,taurocholate,taurocholate,145-42-6,,HMDB0000036,C05122,"6675,46783527",Neg,taurocholate
206,1668,209,12261,124839,Lipid,Secondary Bile Acid Metabolism,3510.0,NAMED,AWDRATDZQPNJFN-RZGBOAIJSA-N,C[C@@]12[C@@]([H])(CC[C@]2([H])[C@@H](CCC(NCCS(O)(=O)=O)=O)C)[C@@](CC[C@@]3([H])[C@@]4(CC[C@@H](O)C3)C)([H])[C@@]4([H])C[C@@H]1O,taurodeoxycholate,taurodeoxycholate,207737-97-1,2015539,HMDB0000896,C05463,2733768,Neg,taurodeoxycholate
207,1869,305,18281,145774,Xenobiotics,Benzoate Metabolism,4488.0,NAMED,ONJSZLXSECQROL-UHFFFAOYSA-N,O=C(C1=CC=CC=C1O)NCC(O)=O,2-hydroxyhippurate (salicylurate),2-hydroxyhippurate (salicylurate),487-54-7,9835,HMDB0000840,C07588,10253,Polar,hydroxyhippuratesalicylurate
208,2029,209,18362,124661,Lipid,"Fatty Acid, Dicarboxylate",1697.0,NAMED,BDJRBEYXGGNYIS-UHFFFAOYSA-N,O=C(O)CCCCCCCC(O)=O,azelate (C9-DC),azelate (C9-DC),123-99-9,2179,HMDB0000784,C08261,2266,Neg,azelateCDC
209,2050,209,18467,126840,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1578.0,NAMED,JAZBEHYOTPTENJ-JLNKQSITSA-N,O=C(O)CCC\C=C/C/C=C\C/C=C\C/C=C\C/C=C\CC,eicosapentaenoate (EPA; 20:5n3),eicosapentaenoate (EPA; 20:5n3),"10-2005-9,10417-94-4",393682,HMDB0001999,C06428,446284,Neg,eicosapentaenoateEPAn
210,2051,305,15745,146490,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",415.0,NAMED,WXUAQHNMJWJLTG-UHFFFAOYSA-N,CC(C(O)=O)CC(O)=O,methylsuccinate,methylsuccinate,498-21-5,9922,HMDB0001844,,10349,Polar,methylsuccinate
211,2053,305,15729,147741,Energy,TCA Cycle,1474.0,NAMED,KQTIIICEAUMSDG-UHFFFAOYSA-N,OC(CC(C(O)=O)CC(O)=O)=O,tricarballylate,tricarballylate,99-14-9,14220,HMDB0031193,C19806,14925,Polar,tricarballylate
212,2054,305,15765,147158,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",412.0,NAMED,UKFXDFUAPNAMPJ-UHFFFAOYSA-N,CCC(C(O)=O)C(O)=O,ethylmalonate,ethylmalonate,601-75-2,11263,HMDB0000622,,11756,Polar,ethylmalonate
213,100000007,400,15500,155554,Lipid,Carnitine Metabolism,1950.0,NAMED,PHIQHXFUZVPYII-ZCFIWIBFSA-N,[O-]C(C[C@@H](O)C[N+](C)(C)C)=O,carnitine,carnitine,461-05-2,10455,HMDB0000062,"C00487,C00308",288,Pos Early,carnitine
214,100000008,209,15778,124867,Xenobiotics,Benzoate Metabolism,4499.0,NAMED,WPYMKLBDIGXBTP-UHFFFAOYSA-N,OC(C1=CC=CC=C1)=O,benzoate,benzoate,65-85-0,238,HMDB0001870,C00180,243,Neg,benzoate
215,100000010,209,15749,126035,Xenobiotics,Benzoate Metabolism,4597.0,NAMED,XMIIGOLPHOKFCH-UHFFFAOYSA-N,OC(CCC1=CC=CC=C1)=O,3-phenylpropionate (hydrocinnamate),3-phenylpropionate (hydrocinnamate),501-52-0,10181339,HMDB0000764,C05629,107,Neg,phenylpropionatehydrocinnamate
216,100000014,209,15753,124647,Xenobiotics,Benzoate Metabolism,4484.0,NAMED,QIAFMBKCNZACKA-UHFFFAOYSA-N,O=C(C1=CC=CC=C1)NCC(O)=O,hippurate,hippurate,495-69-2,451,HMDB0000714,C01586,464,Neg,hippurate
217,100000015,400,15679,155571,Amino Acid,Tryptophan Metabolism,283.0,NAMED,FBZONXHGGPHHIY-UHFFFAOYSA-N,OC1=C2C(C(O)=CC(C(O)=O)=N2)=CC=C1,xanthurenate,xanthurenate,59-007,5497,HMDB0000881,C02470,5699,Pos Early,xanthurenate
218,100000016,209,15730,123269,Lipid,"Fatty Acid, Dicarboxylate",1694.0,NAMED,TYFQFVWCELRYAO-UHFFFAOYSA-N,OC(CCCCCCC(O)=O)=O,suberate (C8-DC),suberate (C8-DC),505-48-6,10025,HMDB0000893,C08278,10457,Neg,suberateCDC
219,100000036,209,15676,123263,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",399.0,NAMED,JVQYSWDUAOAHFM-UHFFFAOYSA-N,CCC(C)C(C(O)=O)=O,3-methyl-2-oxovalerate,3-methyl-2-oxovalerate,"51829-07-3,1460-34-0",46,HMDB0000491,"C03465,C06008,C00671","439286,440877",Neg,methyloxovalerate
220,100000039,400,18374,155665,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",446.0,NAMED,QEFRNWWLZKMPFJ-YGVKFDHGSA-N,O=C(O)[C@@H](N)CCS(C)=O,methionine sulfoxide,methionine sulfoxide,3226-65-1,139840,HMDB0002005,C02989,158980,Pos Early,methioninesulfoxide
221,100000042,209,15677,123265,Amino Acid,Histidine Metabolism,74.0,NAMED,JDHILDINMRGULE-LURJTMIESA-N,N[C@H](C(O)=O)CC1=CN=CN1C,3-methylhistidine,3-methylhistidine,368-16-1,58494,HMDB0000479,C01152,64969,Neg,methylhistidine
222,100000044,400,15747,155593,Amino Acid,Histidine Metabolism,89.0,NAMED,MYYIAHXIVFADCU-QMMMGPOBSA-N,CN1C=NC=C1C[C@@H]([C@@](O)=O)NC(CCN)=O,anserine,anserine,10030-52-1,100482,HMDB0000194,C01262,112072,Pos Early,anserine
223,100000054,400,15685,155573,Amino Acid,Lysine Metabolism,121.0,NAMED,YSMODUONRAFBET-AKGZTFGVSA-N,N[C@@H](CCC(O)CN)C(O)=O,5-hydroxylysine,5-hydroxylysine,13204-98-3,1002,HMDB0000450,C16741,3032849,Pos Early,hydroxylysine
224,100000092,305,15306,145760,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1386.0,NAMED,VBUYCZFBVCCYFD-NUNKFHFFSA-N,OC[C@H](O)[C@@H](O)[C@H](O)C(C(O)=O)=O,2-ketogulonate,2-ketogulonate,342385-52-8,92502,HMDB0011732,C15673,102424,Polar,ketogulonate
225,100000096,400,15681,155572,Amino Acid,Guanidino and Acetamido Metabolism,571.0,NAMED,TUHVEAJXIMEOSA-UHFFFAOYSA-N,N=C(N)NCCCC(O)=O,4-guanidinobutanoate,4-guanidinobutanoate,"463-003,463-00-3",486,HMDB0003464,C01035,500,Pos Early,guanidinobutanoate
226,100000101,305,15704,147156,Lipid,"Fatty Acid, Dicarboxylate",1691.0,NAMED,WLJVNTCWHIRURA-UHFFFAOYSA-N,OC(CCCCCC(O)=O)=O,pimelate (C7-DC),pimelate (C7-DC),111-16-0,376,HMDB0000857,C02656,385,Polar,pimelateCDC
227,100000112,305,33951,147990,Amino Acid,Creatine Metabolism,538.0,NAMED,DRBBFCLWYRJSJZ-UHFFFAOYSA-N,N=C(N(C)CC(O)=O)NP(O)(O)=O,creatine phosphate,creatine phosphate,"922-32-7,67-07-2",567,HMDB0001511,C02305,"9548602,587",Polar,creatinephosphate
228,100000125,400,15949,155608,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4283.0,NAMED,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,[H][C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(N2C(N=C(N)C=C2)=O)[H],2'-deoxycytidine,2'-deoxycytidine,951-77-9,13117,HMDB0000014,C00881,13711,Pos Early,deoxycytidine
229,100000251,209,15797,127541,Cofactors and Vitamins,Riboflavin Metabolism,4355.0,NAMED,FVTCRASFADXXNN-UHFFFAOYSA-N,CC1=C(C)C=C(N(CC(O)C(C(COP(O)(O)=O)O)O)C(C2=N3)=NC(NC2=O)=O)C3=C1,flavin mononucleotide (FMN),FMN,130-40-5,690,HMDB0001520,C00061,643976,Neg,FMN
230,100000257,305,15443,146478,Carbohydrate,Aminosugar Metabolism,1424.0,NAMED,AEMOLEFTQBMNLQ-QIUUJYRFSA-N,O[C@@H]1O[C@H]([C@](O)=O)[C@@H](O)[C@H](O)[C@H]1O,glucuronate,glucuronate,207300-70-7,58552,HMDB0000127,C16245,"441478,23677976,94715,65041,444791",Polar,glucuronate
231,100000258,400,43847,157058,Lipid,Glycerolipid Metabolism,2862.0,NAMED,AWUCVROLDVIAJX-UHFFFAOYSA-N,O=P(O)(OCC(CO)O)O,glycerol 3-phosphate,glycerol 3-phosphate,29849-82-9,734,HMDB0000126,C0093,754,Pos Early,glycerolphosphate
232,100000263,400,15716,155583,Amino Acid,Histidine Metabolism,85.0,NAMED,ACZFBYCNAVEFLC-UHFFFAOYSA-N,OC(C(O)=O)CC1=CN=CN1,imidazole lactate,imidazole lactate,14403-45-3,389128,HMDB0002320,C05568,793,Pos Early,imidazolelactate
233,100000265,400,15140,155539,Amino Acid,Tryptophan Metabolism,272.0,NAMED,YGPSJZOEDVAXAB-QMMMGPOBSA-N,N[C@H](C(O)=O)CC(C1=CC=CC=C1N)=O,kynurenine,kynurenine,2922-83-0,141580,HMDB0000684,C00328,161166,Pos Early,kynurenine
234,100000269,400,15990,155613,Lipid,Phospholipid Metabolism,2254.0,NAMED,SUHOQUVVVLNYQR-MRVPVSSYSA-N,O=P(OCC[N+](C)(C)C)([O-])OC[C@H](O)CO,glycerophosphorylcholine (GPC),glycerophosphorylcholine (GPC),28319-77-9,571409,HMDB0000086,C00670,71920,Pos Early,glycerophosphorylcholineGPC
235,100000272,305,15142,145758,Amino Acid,"Glycine, Serine and Threonine Metabolism",19.0,NAMED,AYFVYJQAPQTCCC-HRFVKAFMSA-N,O=C(O)[C@@H](N)[C@H](C)O,allo-threonine,allo-threonine,28954-12-3,89699,HMDB0004041,C05519,99289,Polar,allothreonine
236,100000282,305,15720,164302,Amino Acid,Glutamate Metabolism,49.0,NAMED,RFMMMVDNIPUKGG-YFKPBYRVSA-N,O=C(O)CC[C@@H](C(O)=O)NC(C)=O,N-acetylglutamate,N-acetylglutamate,5817-08-3,1266066,HMDB0001138,C00624,70914,Polar,Nacetylglutamate
237,100000285,400,32984,155994,Amino Acid,Urea cycle; Arginine and Proline Metabolism,516.0,NAMED,JRLGPAXAGHMNOL-LURJTMIESA-N,NCCC[C@@H](C(O)=O)NC(C)=O,N-alpha-acetylornithine,N-alpha-acetylornithine,6205-08-9,388369,HMDB0003357,C00437,439232,Pos Early,Nalphaacetylornithine
238,100000299,209,15136,124851,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4144.0,NAMED,UBORTCNDUKBEOP-UUOKFMHZSA-N,OC1=C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)C2=NC(O)=N1,xanthosine,xanthosine,146-80-5,58484,HMDB0000299,C01762,64959,Neg,xanthosine
239,100000406,305,15772,146492,Carbohydrate,Pentose Metabolism,1279.0,NAMED,HEBKCHPVOIAQTA-ZXFHETKHSA-N,OC[C@@H](O)[C@@H](O)[C@@H](O)CO,ribitol,ribitol,488-81-3,10254628,"HMDB0002917,HMDB0001851,HMDB0000568,HMDB0000508","C00379,C01904,C00474,C00532",6912,Polar,ribitol
240,100000409,305,15667,152132,Xenobiotics,Food Component/Plant,4803.0,NAMED,BITYXLXUCSKTJS-UHFFFAOYSA-N,OC(CC(O)=O)(C(C)C)C(O)=O,2-isopropylmalate,2-isopropylmalate,3237-44-3,76,HMDB0000402,C02504,77,Polar,isopropylmalate
241,100000442,305,18335,146498,Xenobiotics,Food Component/Plant,4928.0,NAMED,AAWZDTNXLSGCEK-WYWMIBKRSA-N,O[C@@]1([C@](O)(C[C@@](C(O)=O)(C[C@]1(O)[H])O)[H])[H],quinate,quinate,77-95-2,10246715,HMDB0003072,C00296,6508,Polar,quinate
242,100000446,305,18493,147528,Energy,TCA Cycle,1479.0,NAMED,HNEGQIOMVPPMNR-NSCUHMNNSA-N,C/C(C(O)=O)=C\C(O)=O,mesaconate (methylfumarate),mesaconate (methylfumarate),498-24-8,10289044,HMDB0000749,C01732,638129,Polar,mesaconatemethylfumarate
243,100000454,400,18319,155648,Amino Acid,Lysine Metabolism,138.0,NAMED,JJMDCOVWQOJGCB-UHFFFAOYSA-N,OC(CCCCN)=O,5-aminovalerate,5-aminovalerate,660-88-8,135,HMDB0003355,C00431,138,Pos Early,aminovalerate
244,100000455,305,18373,147757,Energy,TCA Cycle,1473.0,NAMED,LVHBHZANLOWSRM-UHFFFAOYSA-N,C=C(C(O)=O)CC(O)=O,itaconate,itaconate,97-65-4,789,HMDB0002092,C00490,811,Polar,itaconate
245,100000463,209,18349,124659,Amino Acid,Tryptophan Metabolism,303.0,NAMED,XGILAAMKEQUXLS-UHFFFAOYSA-N,OC(C(O)=O)CC1=CNC2=C1C=CC=C2,indolelactate,indolelactate,832-97-3,83867,HMDB0000671,C02043,92904,Neg,indolelactate
246,100000467,209,27672,123315,Amino Acid,Tryptophan Metabolism,327.0,NAMED,BXFFHSIDQOFMLE-UHFFFAOYSA-N,O=S(OC2=CNC1=CC=CC=C12)(O)=O,3-indoxyl sulfate,3-indoxyl sulfate,2642-37-7,9840,HMDB0000682,,10258,Neg,indoxylsulfate
247,100000487,400,18357,155655,Peptide,Dipeptide,845.0,NAMED,STKYPAFSDFAEPH-LURJTMIESA-N,CC(C)[C@@H](C(O)=O)NC(CN)=O,glycylvaline,glycylvaline,1963-21-9,2006926,HMDB0028854,,2724807,Pos Early,glycylvaline
248,100000491,400,33422,156014,Peptide,Gamma-glutamyl Amino Acid,659.0,NAMED,XHHOHZPNYFQJKL-QWRGUYRKSA-N,O=C(O)[C@H](CC1=CC=CC=C1)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylphenylalanine,gamma-glutamylphenylalanine,7432-24-8,99868,HMDB0000594,,111299,Pos Early,gammaglutamylphenylalanine
249,100000551,209,22116,124905,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",348.0,NAMED,BKAJNAXTPSGJCU-UHFFFAOYSA-N,CC(C)CC(C(O)=O)=O,4-methyl-2-oxopentanoate,4-methyl-2-oxopentanoate,816-66-0,69,HMDB0000695,C00233,70,Neg,methyloxopentanoate
250,100000580,209,20675,123293,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1237.0,NAMED,MPCAJMNYNOGXPB-SLPGGIOYSA-N,O[C@@H]1[C@@H](CO)OC[C@H](O)[C@H]1O,"1,5-anhydroglucitol (1,5-AG)","1,5-anhydroglucitol (1,5-AG)",154-58-5,,HMDB0002712,C07326,64960,Neg,anhydroglucitolAG
251,100000584,209,19266,125764,Lipid,Monoacylglycerol,2893.0,NAMED,RCRCTBLIHCHWDZ-DOFZRALJSA-N,CCCCC\C=C/C\C=C/C\C=C/C/C=C\CCCC(OC(CO)CO)=O,2-arachidonoylglycerol (20:4),2-arachidonoylglycerol (20:4),53847-30-6,4445451,HMDB0004666,C13856,5282280,Neg,arachidonoylglycerol
252,100000611,402,20458,164193,Lipid,Lysoplasmalogen,2849.0,NAMED,VLBPIWYTPAXCFJ-XMMPIXPASA-N,CCCCCCCCCCCCCCCCOC[C@]([H])(COP([O-])(OCC[N+](C)(C)C)=O)O,1-palmityl-GPC (O-16:0),1-palmityl-GPC (O-16:0),52691-62-0,3845,,,3983,Pos Late,palmitylGPCO
253,100000616,402,52449,208070,Lipid,Phosphatidylinositol (PI),2574.0,NAMED,KRTOMQDUKGRFDJ-YKOKTLGVSA-N,CCCCCCCCCCCCCCCCCC(OC[C@]([H])(COP(O)(O[C@](C(O)(C(O)(C(O)([C@](O)1[H])[H])[H])[H])([C@]1(O)[H])[H])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)=O,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),383907-33-3,21403055,HMDB0009815,,,Pos Late,stearoylarachidonoylGPI
254,100000626,305,34445,152172,Lipid,Sphingosines,3182.0,NAMED,DUYSYHSSBDVJSM-KRWOKUGFSA-N,OP([O-])(OC[C@@]([H])([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[NH3+])=O,sphingosine 1-phosphate,sphingosine 1-phosphate,26993-30-6,4446673,HMDB0000277,C06124,5283560,Polar,sphingosinephosphate
255,100000656,209,19324,128173,Lipid,Lysophospholipid,2739.0,NAMED,MXAFDFDAIFZFET-CLBYPKMISA-N,[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCCCCCCCCCCCC)=O)O)=O)([C@]1(O)[H])[H])O,1-stearoyl-GPI (18:0),1-stearoyl-GPI (18:0),796963-93-4,21403067,HMDB0240261,,"71581135,42607495",Neg,stearoylGPI
256,100000657,402,19130,164201,Lipid,Phosphatidylcholine (PC),2296.0,NAMED,KILNVBDSWZSGLL-KXQOOQHDSA-N,CCCCCCCCCCCCCCCC(OC[C@]([H])(COP([O-])(OCC[N+](C)(C)C)=O)OC(CCCCCCCCCCCCCCC)=O)=O,"1,2-dipalmitoyl-GPC (16:0/16:0)","1,2-dipalmitoyl-GPC (16:0/16:0)",63-89-8,398235,HMDB0000564,D03585,452110,Pos Late,dipalmitoylGPC
257,100000660,402,19132,164204,Lipid,Phosphatidylcholine (PC),2339.0,NAMED,NRJAVPSFFCBXDT-HUESYALOSA-N,CCCCCCCCCCCCCCCCCC(OC[C@]([H])(COP([O-])(OCC[N+](C)(C)C)=O)OC(CCCCCCCCCCCCCCCCC)=O)=O,"1,2-distearoyl-GPC (18:0/18:0)","1,2-distearoyl-GPC (18:0/18:0)",816-94-4,85004,HMDB0008036,,94190,Pos Late,distearoylGPC
258,100000665,209,44675,126139,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1581.0,NAMED,MBMBGCFOFBJSGT-KUBAVDMBSA-N,CC\C=C/C\C=C/C\C=C/C/C=C\C/C=C\C/C=C\CCC(O)=O,docosahexaenoate (DHA; 22:6n3),docosahexaenoate (DHA; 22:6n3),6217-54-5,393183,HMDB0002183,C06429,445580,Neg,docosahexaenoateDHAn
259,100000672,402,19258,164196,Lipid,Phosphatidylcholine (PC),2280.0,NAMED,RFVFQQWKPSOBED-PSXMRANNSA-N,CCCCCCCCCCCCCCCC(O[C@](COC(CCCCCCCCCCCCC)=O)(COP([O-])(OCC[N+](C)(C)C)=O)[H])=O,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),1-myristoyl-2-palmitoyl-GPC (14:0/16:0),69525-80-0,114798,HMDB0007869,,129657,Pos Late,myristoylpalmitoylGPC
260,100000706,209,22132,124683,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",352.0,NAMED,LVRFTAZAXQPQHI-UHFFFAOYSA-N,OC(C(CC(C)C)O)=O,alpha-hydroxyisocaproate,alpha-hydroxyisocaproate,10303-64-7,75520,"HMDB0000665,HMDB00746,HMDB0000624",C03264,"83697,92779,439960",Neg,alphahydroxyisocaproate
261,100000707,305,20676,147767,Lipid,"Fatty Acid, Dicarboxylate",1689.0,NAMED,VZCYOOQTPOCHFL-UHFFFAOYSA-N,O=C(C=CC(O)=O)O,maleate,maleate,110-16-7,392248,HMDB0000176,C01384,444266,Polar,maleate
262,100000708,209,44656,126996,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",356.0,NAMED,GWYFCOCPABKNJV-UHFFFAOYSA-N,CC(C)CC(O)=O,isovalerate (i5:0),isovalerate (C5),503-74-2,10001,HMDB0000718,C08262,10430,Neg,isovalerateC
263,100000711,209,44620,126992,Xenobiotics,Benzoate Metabolism,4540.0,NAMED,HOFGLAYWQRGTKC-UHFFFAOYSA-N,O=S(OC1=CC=C(C(C)=O)C=C1)(O)=O,4-acetylphenol sulfate,4-acetylphenyl sulfate,,3872009,,,4684006,Neg,acetylphenylsulfate
264,100000743,209,22036,126061,Lipid,"Fatty Acid, Monohydroxy",1978.0,NAMED,JKRDADVRIYVCCY-UHFFFAOYSA-N,O=C(C(CCCCCC)O)O,2-hydroxyoctanoate,2-hydroxyoctanoate,617-73-2,84994,HMDB0002264,,"94180,6995013,5312860",Neg,hydroxyoctanoate
265,100000763,400,22119,155786,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4276.0,NAMED,ZAYHVCMSTBRABG-JXOAFFINSA-N,O[C@H]1[C@@H](O)[C@H](N2C(N=C(N)C(C)=C2)=O)O[C@@H]1CO,5-methylcytidine,5-methylcytidine,2140-61-6,83877,HMDB0000982,,92918,Pos Early,methylcytidine
266,100000772,400,48118,157706,Lipid,Mevalonate Metabolism,3199.0,NAMED,JYVXNLLUYHCIIH-UHFFFAOYSA-N,OC(CCO1)(C)CC1=O,mevalonolactone,mevalonolactone,674-26-0,9999,HMDB0006024,,10428,Pos Early,mevalonolactone
267,100000773,209,22001,126860,Lipid,"Fatty Acid, Monohydroxy",1998.0,NAMED,NDPLAKGOSZHTPH-UHFFFAOYSA-N,OC(CC(O)=O)CCCCC,3-hydroxyoctanoate,3-hydroxyoctanoate,88930-08-9,24791,HMDB0001954,C20793,26613,Neg,hydroxyoctanoate
268,100000774,209,22130,124681,Amino Acid,Phenylalanine Metabolism,156.0,NAMED,VOXXWSYKYCBWHO-UHFFFAOYSA-N,OC(C(O)=O)CC1=CC=CC=C1,phenyllactate (PLA),phenyllactate (PLA),828-01-3,3715,"HMDB0000779,HMDB0000563",C05607,3848,Neg,phenyllactatePLA
269,100000776,402,44681,159624,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1882.0,NAMED,XOMRRQXKHMYMOC-UHFFFAOYSA-N,[O-]C(CC(OC(CCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O,palmitoylcarnitine (C16),palmitoylcarnitine (C16),6865-14-1,448,HMDB0000222,C02990,461,Pos Late,palmitoylcarnitineC
270,100000781,400,32328,155906,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1862.0,NAMED,VVPRQWTYSNDTEA-UHFFFAOYSA-N,O=C(CCCCC)OC(CC([O-])=O)C[N+](C)(C)C,hexanoylcarnitine (C6),hexanoylcarnitine (C6),6920-35-0,4932273,HMDB0000756,,6426853,Pos Early,hexanoylcarnitineC
271,100000787,305,22185,147184,Amino Acid,Alanine and Aspartate Metabolism,37.0,NAMED,OTCCIMWXFLJLIA-BYPYZUCNSA-N,OC([C@@H](NC(C)=O)CC(O)=O)=O,N-acetylaspartate (NAA),N-acetylaspartate (NAA),"997-55-7,997-55-7",58576,HMDB0000812,C01042,65065,Polar,NacetylaspartateNAA
272,100000800,209,22114,126063,Amino Acid,Tryptophan Metabolism,309.0,NAMED,PLVPPLCLBIEYEA-AATRIKPKSA-N,O=C(O)/C=C/C1=CNC2=C1C=CC=C2,indoleacrylate,indoleacrylate,1204-06-4,4524636,HMDB0000734,,5375048,Neg,indoleacrylate
273,100000802,400,32198,155890,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",1858.0,NAMED,RDHQFKQIGNGIED-MRVPVSSYSA-N,C[N+](C)(C)C[C@H](OC(C)=O)CC([O-])=O,acetylcarnitine (C2),acetylcarnitine (C2),5080-50-2,5406074,HMDB0000201,C02571,7045767,Pos Early,acetylcarnitineC
274,100000808,209,22176,143847,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",467.0,NAMED,NOKPBJYHPHHWAN-REOHCLBHSA-N,N[C@H](C(O)=O)CSS(O)(=O)=O,cysteine s-sulfate,cysteine s-sulfate,1637-71-4,102939,HMDB0000731,C05824,115015,Neg,cysteinessulfate
275,100000827,209,21127,126053,Lipid,Monoacylglycerol,2871.0,NAMED,QHZLMUACJMDIAE-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCC)OCC(O)CO,1-palmitoylglycerol (16:0),1-palmitoylglycerol (16:0),542-44-9,14201,HMDB0011564,,14900,Neg,palmitoylglycerol
276,100000840,209,20693,143841,Xenobiotics,Food Component/Plant,5230.0,NAMED,ROBFUDYVXSDBQM-UHFFFAOYSA-N,O=C(C(O)C(O)=O)O,tartronate (hydroxymalonate),tartronate (hydroxymalonate),80-69-3,44,HMDB0035227,C02287,45,Neg,tartronatehydroxymalonate
277,100000841,209,20694,143843,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4378.0,NAMED,MUBZPKHOEPUJKR-UHFFFAOYSA-N,O=C(O)C(O)=O,oxalate (ethanedioate),oxalate (ethanedioate),144-62-7,946,HMDB0002329,C00209,971,Neg,oxalateethanedioate
278,100000846,305,20699,146508,Xenobiotics,Food Component/Plant,4918.0,NAMED,UNXHWFMMPAWVPI-UHFFFAOYSA-N,OCC(O)C(CO)O,erythritol,erythritol,149-32-6,13835932,HMDB0002994,C00503,222285,Polar,erythritol
279,100000863,305,21134,147544,Lipid,"Fatty Acid, Dicarboxylate",1683.0,NAMED,WNLRTRBMVRJNCN-UHFFFAOYSA-N,OC(CCCCC(O)=O)=O,adipate (C6-DC),adipate,124-04-9,191,HMDB0000448,C06104,196,Polar,adipate
280,100000882,209,21158,152464,Lipid,"Fatty Acid, Monohydroxy",2004.0,NAMED,ATRNZOYKSNPPBF-UHFFFAOYSA-N,CCCCCCCCCCCC(O)CC(O)=O,3-hydroxymyristate,3-hydroxymyristate,3422-31-9,15252,HMDB0061656,,16064,Neg,hydroxymyristate
281,100000924,209,21184,126057,Lipid,Monoacylglycerol,2875.0,NAMED,RZRNAYUHWVFMIP-KTKRTIGZSA-N,O=C(OCC(O)CO)CCCCCCC/C=C\CCCCCCCC,1-oleoylglycerol (18:1),1-oleoylglycerol (18:1),111-03-5,4446588,HMDB0011567,,5283468,Neg,oleoylglycerol
282,100000936,305,44526,147248,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",428.0,NAMED,QHKABHOOEWYVLI-UHFFFAOYSA-N,OC(C(C(C)C)=O)=O,3-methyl-2-oxobutyrate,3-methyl-2-oxobutyrate,3715-29-5,48,HMDB0000019,C00141,49,Polar,methyloxobutyrate
283,100000943,209,21232,126858,Lipid,Monoacylglycerol,2891.0,NAMED,UPWGQKDVAURUGE-KTKRTIGZSA-N,O=C(OC(CO)CO)CCCCCCC/C=C\CCCCCCCC,2-oleoylglycerol (18:1),2-oleoylglycerol (18:1),3443-84-3,4478086,HMDB0011537,,5319879,Neg,oleoylglycerol
284,100000961,400,22137,155792,Amino Acid,Urea cycle; Arginine and Proline Metabolism,500.0,NAMED,QUOGESRFPZDMMT-YFKPBYRVSA-N,N[C@H](C(O)=O)CCCCNC(N)=N,homoarginine,homoarginine,156-86-5,8732,HMDB0000670,C01924,9085,Pos Early,homoarginine
285,100000963,305,22138,147550,Amino Acid,Urea cycle; Arginine and Proline Metabolism,501.0,NAMED,XIGSAGMEBXLVJJ-YFKPBYRVSA-N,N[C@H](C(O)=O)CCCCNC(N)=O,homocitrulline,homocitrulline,1190-49-4,58582,HMDB0000679,C02427,65072,Polar,homocitrulline
